evaluation,split_id,repeat,fold,strategy,test_rows,mae,rmse,primary_fallback_percentage
conditional_masking,12,12,,global_median,408,15.303921568627452,20.833960774865336,0.0
conditional_masking,12,12,,neighborhood_median,408,11.556372549019608,18.07599019607577,0.0
conditional_masking,12,12,,lot_config_median,408,14.167892156862745,19.70500894318448,0.0
conditional_masking,12,12,,hierarchical_median,408,10.903186274509803,17.196759983251745,0.9803921568627451
conditional_masking,12,12,,model_based_hgb,408,8.309921297618873,12.788016677271017,
conditional_masking,13,13,,global_median,408,16.681372549019606,22.700522581874544,0.0
conditional_masking,13,13,,neighborhood_median,408,12.775735294117647,19.666786099670585,0.0
conditional_masking,13,13,,lot_config_median,408,15.477941176470589,21.15367441312432,0.0
conditional_masking,13,13,,hierarchical_median,408,11.762254901960784,18.2942654145725,1.715686274509804
conditional_masking,13,13,,model_based_hgb,408,9.354468281782598,14.415914402290339,
conditional_masking,14,14,,global_median,408,16.208333333333332,22.11772202219253,0.0
conditional_masking,14,14,,neighborhood_median,408,12.557598039215685,19.43454638362457,0.0
conditional_masking,14,14,,lot_config_median,408,15.426470588235293,21.504331529015356,0.0
conditional_masking,14,14,,hierarchical_median,408,11.253676470588236,18.660850152963892,0.7352941176470588
conditional_masking,14,14,,model_based_hgb,408,9.420899423149233,15.381123400089587,
conditional_masking,15,15,,global_median,408,16.061274509803923,22.470514449114045,0.0
conditional_masking,15,15,,neighborhood_median,408,12.257352941176471,19.61451418380447,0.0
conditional_masking,15,15,,lot_config_median,408,15.495098039215685,21.468855691579893,0.0
conditional_masking,15,15,,hierarchical_median,408,11.420343137254902,18.660685972932296,0.24509803921568626
conditional_masking,15,15,,model_based_hgb,408,9.001254548222057,14.61447460352901,
conditional_masking,16,16,,global_median,408,16.348039215686274,22.359145165882786,0.0
conditional_masking,16,16,,neighborhood_median,408,12.449754901960784,20.01125602372472,0.0
conditional_masking,16,16,,lot_config_median,408,15.08578431372549,21.498460957226957,0.0
conditional_masking,16,16,,hierarchical_median,408,11.213235294117647,18.930859752805528,2.2058823529411766
conditional_masking,16,16,,model_based_hgb,408,8.82248350290142,14.920127390033528,
conditional_masking,17,17,,global_median,408,17.86764705882353,25.283296819030856,0.0
conditional_masking,17,17,,neighborhood_median,408,14.322303921568627,23.041057237623686,0.0
conditional_masking,17,17,,lot_config_median,408,16.941176470588236,24.38395386073294,0.0
conditional_masking,17,17,,hierarchical_median,408,13.018382352941176,21.869502110222346,2.450980392156863
conditional_masking,17,17,,model_based_hgb,408,9.202436675373,15.915131277631383,
conditional_masking,18,18,,global_median,408,17.122549019607842,26.57471893124196,0.0
conditional_masking,18,18,,neighborhood_median,408,13.300245098039216,24.130072869070798,0.0
conditional_masking,18,18,,lot_config_median,408,16.254901960784313,26.15105066685452,0.0
conditional_masking,18,18,,hierarchical_median,408,12.400735294117647,23.46752814957256,2.2058823529411766
conditional_masking,18,18,,model_based_hgb,408,9.83661454711541,18.87028807580916,
conditional_masking,19,19,,global_median,408,16.92156862745098,25.15822478852202,0.0
conditional_masking,19,19,,neighborhood_median,408,13.012254901960784,22.292782178429455,0.0
conditional_masking,19,19,,lot_config_median,408,15.676470588235293,24.006228766881378,0.0
conditional_masking,19,19,,hierarchical_median,408,11.85906862745098,21.280557613768988,1.9607843137254901
conditional_masking,19,19,,model_based_hgb,408,8.774662182388406,16.331400984242034,
conditional_masking,20,20,,global_median,408,17.147058823529413,25.502691130583862,0.0
conditional_masking,20,20,,neighborhood_median,408,12.990196078431373,22.998188334446404,0.0
conditional_masking,20,20,,lot_config_median,408,16.08578431372549,24.187431917115507,0.0
conditional_masking,20,20,,hierarchical_median,408,13.161764705882353,25.352853032010916,0.49019607843137253
conditional_masking,20,20,,model_based_hgb,408,9.141516640491998,15.694787966218849,
